gramm,count,percentage
ki.,1,0.0001
lsg,1,0.0001
g P,1,0.0001
Pfä,1,0.0001
lkl,1,0.0001
unu,1,0.0001
flä,1,0.0001
ees,1,0.0001
ktk,1,0.0001
Bev,1,0.0001
tzd,1,0.0001
zdu,1,0.0001
 ür,1,0.0001
lbü,1,0.0001
tsm,1,0.0001
 (L,1,0.0001
(Le,1,0.0001
he),1,0.0001
e).,1,0.0001
lgs,1,0.0001
Süd,1,0.0001
üdw,1,0.0001
tsk,1,0.0001
Mur,1,0.0001
öru,1,0.0001
Lot,1,0.0001
pfu,1,0.0001
z ä,1,0.0001
süs,1,0.0001
Deu,1,0.0001
dt!,1,0.0001
"äs,",1,0.0001
mp!,1,0.0001
rl!,1,0.0001
knö,1,0.0001
rl.,1,0.0001
üfe,1,0.0001
Erp,1,0.0001
rpe,1,0.0001
ad?,1,0.0001
gsd,1,0.0001
Ane,1,0.0001
rg!,1,0.0001
"""ke",1,0.0001
Waf,1,0.0001
dsp,1,0.0001
"n',",1,0.0001
e Ü,1,0.0001
dvö,1,0.0001
hlr,1,0.0001
rki,1,0.0001
"d?,",1,0.0001
uil,1,0.0001
eiv,1,0.0001
ivi,1,0.0001
'Zw,1,0.0001
'hü,1,0.0001
hsü,1,0.0001
'Er,1,0.0001
tbo,1,0.0001
nje,1,0.0001
"Ah,",1,0.0001
fbi,1,0.0001
a ä,1,0.0001
pfh,1,0.0001
'kl,1,0.0001
"k',",1,0.0001
t.-,1,0.0001
.-A,1,0.0001
-An,1,0.0001
en-,1,0.0001
n-K,1,0.0001
-Ka,1,0.0001
O h,1,0.0001
Sut,1,0.0001
ttm,1,0.0001
pap,1,0.0001
 Co,1,0.0001
Cou,1,0.0001
our,1,0.0001
'Re,1,0.0001
pfn,1,0.0001
fna,1,0.0001
zu',1,0.0001
u'',1,0.0001
 ad,1,0.0001
lkö,1,0.0001
 m ,1,0.0001
lia,1,0.0001
iat,1,0.0001
bkr,1,0.0001
'mo,1,0.0001
 Iä,1,0.0001
Iän,1,0.0001
hs',1,0.0001
Pie,1,0.0001
phü,1,0.0001
"""jü",1,0.0001
jüh,1,0.0001
 jo,1,0.0001
joh,1,0.0001
oh!,1,0.0001
hot,1,0.0001
k A,1,0.0001
"""he",1,0.0001
öth,1,0.0001
 Ae,1,0.0001
Aer,1,0.0001
niß,1,0.0001
uzü,1,0.0001
uhä,1,0.0001
asj,1,0.0001
sje,1,0.0001
lkm,1,0.0001
kmü,1,0.0001
lmt,1,0.0001
 Ue,1,0.0001
Ueb,1,0.0001
rrü,1,0.0001
"""vi",1,0.0001
"""go",1,0.0001
gth,1,0.0001
as;,1,0.0001
av.,1,0.0001
v. ,1,0.0001
auu,1,0.0001
uun,1,0.0001
afm,1,0.0001
fmi,1,0.0001
äh ,1,0.0001
Keu,1,0.0001
 (i,1,0.0001
(ic,1,0.0001
ei?,1,0.0001
i? ,1,0.0001
".'""",1,0.0001
"'"" ",1,0.0001
ug:,1,0.0001
zeb,1,0.0001
 O ,1,0.0001
O K,1,0.0001
sl.,1,0.0001
Luz,1,0.0001
zif,1,0.0001
l (,1,0.0001
(di,1,0.0001
bt),1,0.0001
tös,1,0.0001
üb ,1,0.0001
Enk,1,0.0001
ö B,1,0.0001
ö h,1,0.0001
gwu,1,0.0001
esn,1,0.0001
sn.,1,0.0001
"ta,",1,0.0001
(we,1,0.0001
de),1,0.0001
i p,1,0.0001
" g,",1,0.0001
"g,l",1,0.0001
",la",1,0.0001
 g',1,0.0001
g'ü,1,0.0001
'üb,1,0.0001
x g,1,0.0001
lfn,1,0.0001
fn.,1,0.0001
no ,1,0.0001
ö e,1,0.0001
"A, ",1,0.0001
ö R,1,0.0001
MeB,1,0.0001
eB ,1,0.0001
B z,1,0.0001
emb,1,0.0001
mbd,1,0.0001
bd ,1,0.0001
Meß,1,0.0001
'ju,1,0.0001
juc,1,0.0001
"t;,",1,0.0001
";, ",1,0.0001
gnt,1,0.0001
 (E,1,0.0001
(Ei,1,0.0001
nn),1,0.0001
ghö,1,0.0001
ig),1,0.0001
"g),",1,0.0001
is?,1,0.0001
bn',1,0.0001
ärn,1,0.0001
"r,e",1,0.0001
",en",1,0.0001
"s,n",1,0.0001
"ni,",1,0.0001
gse,1,0.0001
"t,n",1,0.0001
bgs,1,0.0001
'I ,1,0.0001
I b,1,0.0001
sö ,1,0.0001
ö s,1,0.0001
 'ö,1,0.0001
'ös,1,0.0001
a Z,1,0.0001
köm,1,0.0001
zts,1,0.0001
"A,'",1,0.0001
x m,1,0.0001
"na,",1,0.0001
(da,1,0.0001
at),1,0.0001
abj,1,0.0001
bja,1,0.0001
höb,1,0.0001
öbe,1,0.0001
un:,1,0.0001
Häc,1,0.0001
Näs,1,0.0001
arw,1,0.0001
"üß,",1,0.0001
Gag,1,0.0001
Baß,1,0.0001
iez,1,0.0001
Säg,1,0.0001
Kup,1,0.0001
rax,1,0.0001
da;,1,0.0001
rkz,1,0.0001
swo,1,0.0001
bay,1,0.0001
aye,1,0.0001
yer,1,0.0001
iwü,1,0.0001
mbl,1,0.0001
ünr,1,0.0001
Fil,1,0.0001
ztu,1,0.0001
npe,1,0.0001
ldo,1,0.0001
dob,1,0.0001
obr,1,0.0001
m ö,1,0.0001
ß o,1,0.0001
Meu,1,0.0001
"e:""",1,0.0001
":""W",1,0.0001
lkü,1,0.0001
"!',",1,0.0001
a A,1,0.0001
dbl,1,0.0001
rs:,1,0.0001
ns',1,0.0001
htf,1,0.0001
"at""",1,0.0001
onm,1,0.0001
uz ,1,0.0001
"Ja""",1,0.0001
it',1,0.0001
un',1,0.0001
sc ,1,0.0001
c h,1,0.0001
 (S,1,0.0001
(St,1,0.0001
ke),1,0.0001
"e),",1,0.0001
 d ,1,0.0001
 ie,1,0.0001
i (,1,0.0001
ng),1,0.0001
g q,1,0.0001
tug,1,0.0001
'gl,1,0.0001
Mec,1,0.0001
nmi,1,0.0001
üdl,1,0.0001
'ma,1,0.0001
"t,.",1,0.0001
",.'",1,0.0001
irü,1,0.0001
atp,1,0.0001
tpf,1,0.0001
"uk,",1,0.0001
irm,1,0.0001
onb,1,0.0001
unp,1,0.0001
näp,1,0.0001
"""Eß",1,0.0001
Eß ,1,0.0001
gba,1,0.0001
s -,1,0.0001
", Q",1,0.0001
rbö,1,0.0001
ußf,1,0.0001
ßfe,1,0.0001
 (F,1,0.0001
(Fr,1,0.0001
ch),1,0.0001
h) ,1,0.0001
(wa,1,0.0001
rt),1,0.0001
t).,1,0.0001
tkn,1,0.0001
ebw,1,0.0001
ffr,1,0.0001
' (,1,0.0001
 (U,1,0.0001
(Un,1,0.0001
t.),1,0.0001
.) ,1,0.0001
) E,1,0.0001
sej,1,0.0001
ejä,1,0.0001
jäg,1,0.0001
o Ä,1,0.0001
fkr,1,0.0001
zbr,1,0.0001
Rüd,1,0.0001
z (,1,0.0001
 (a,1,0.0001
(am,1,0.0001
n) ,1,0.0001
Gec,1,0.0001
urä,1,0.0001
ef',1,0.0001
tek,1,0.0001
ekk,1,0.0001
riu,1,0.0001
ius,1,0.0001
slä,1,0.0001
"-""N",1,0.0001
rs;,1,0.0001
mpa,1,0.0001
Waa,1,0.0001
aag,1,0.0001
hnf,1,0.0001
 M ,1,0.0001
M u,1,0.0001
ei',1,0.0001
i' ,1,0.0001
s (,1,0.0001
 (z,1,0.0001
(zo,1,0.0001
og),1,0.0001
gig,1,0.0001
rnk,1,0.0001
"n ,",1,0.0001
'Ni,1,0.0001
lb.,1,0.0001
; G,1,0.0001
"ör""",1,0.0001
"f"" ",1,0.0001
"r"";",1,0.0001
lz:,1,0.0001
"it""",1,0.0001
eu?,1,0.0001
Ei!,1,0.0001
af!,1,0.0001
ld:,1,0.0001
rrb,1,0.0001
isk,1,0.0001
unü,1,0.0001
"""zü",1,0.0001
rbü,1,0.0001
Zag,1,0.0001
zip,1,0.0001
umi,1,0.0001
lif,1,0.0001
adr,1,0.0001
Umf,1,0.0001
pir,1,0.0001
iri,1,0.0001
aui,1,0.0001
uig,1,0.0001
is:,1,0.0001
asd,1,0.0001
güt,1,0.0001
Höf,1,0.0001
emi,1,0.0001
Alp,1,0.0001
p a,1,0.0001
ibz,1,0.0001
rzk,1,0.0001
zkü,1,0.0001
Zub,1,0.0001
nwu,1,0.0001
ugh,1,0.0001
Jub,1,0.0001
mmr,1,0.0001
dkä,1,0.0001
ihä,1,0.0001
Obh,1,0.0001
bhu,1,0.0001
lgl,1,0.0001
bsu,1,0.0001
tbu,1,0.0001
dtä,1,0.0001
"""gr",1,0.0001
of?,1,0.0001
alu,1,0.0001
Had,1,0.0001
b ü,1,0.0001
? m,1,0.0001
Unh,1,0.0001
"""Ak",1,0.0001
"Ak,",1,0.0001
kkö,1,0.0001
t ›,1,0.0001
 ›w,1,0.0001
›wa,1,0.0001
as‹,1,0.0001
"s‹,",1,0.0001
"""Re",1,0.0001
bia,1,0.0001
"""gi",1,0.0001
ofi,1,0.0001
fit,1,0.0001
itc,1,0.0001
hza,1,0.0001
eeb,1,0.0001
lm.,1,0.0001
hsf,1,0.0001
Fam,1,0.0001
mlä,1,0.0001
nüc,1,0.0001
O m,1,0.0001
r'.,1,0.0001
os!,1,0.0001
duc,1,0.0001
otl,1,0.0001
ln:,1,0.0001
'iß,1,0.0001
'Ve,1,0.0001
 uf,1,0.0001
 Sk,1,0.0001
Sko,1,0.0001
tkö,1,0.0001
rpi,1,0.0001
Bäk,1,0.0001
äkk,1,0.0001
tu',1,0.0001
h U,1,0.0001
mör,1,0.0001
tsw,1,0.0001
mt:,1,0.0001
 Ca,1,0.0001
Cap,1,0.0001
baa,1,0.0001
edü,1,0.0001
hue,1,0.0001
Thi,1,0.0001
thw,1,0.0001
hrü,1,0.0001
"t;""",1,0.0001
he!,1,0.0001
ls;,1,0.0001
Zet,1,0.0001
tsd,1,0.0001
em:,1,0.0001
tz;,1,0.0001
"s ,",1,0.0001
 eg,1,0.0001
ggt,1,0.0001
nek,1,0.0001
'En,1,0.0001
hlw,1,0.0001
 (V,1,0.0001
(Ve,1,0.0001
ck),1,0.0001
"k),",1,0.0001
'fa,1,0.0001
hüf,1,0.0001
üf!,1,0.0001
iro,1,0.0001
m Q,1,0.0001
kfi,1,0.0001
"e?,",1,0.0001
'Et,1,0.0001
"s?,",1,0.0001
'Wü,1,0.0001
keg,1,0.0001
me?,1,0.0001
'dr,1,0.0001
spu,1,0.0001
uk ,1,0.0001
epe,1,0.0001
iwa,1,0.0001
stp,1,0.0001
rbf,1,0.0001
bwä,1,0.0001
Wör,1,0.0001
bzw,1,0.0001
pt.,1,0.0001
k's,1,0.0001
ißu,1,0.0001
ßun,1,0.0001
'do,1,0.0001
"g?,",1,0.0001
ß V,1,0.0001
rgg,1,0.0001
gip,1,0.0001
üse,1,0.0001
gas,1,0.0001
utp,1,0.0001
tbl,1,0.0001
uß!,1,0.0001
ad.,1,0.0001
öme,1,0.0001
Fäß,1,0.0001
äßc,1,0.0001
lg.,1,0.0001
ohw,1,0.0001
lgu,1,0.0001
fos,1,0.0001
os:,1,0.0001
rfk,1,0.0001
kut,1,0.0001
muh,1,0.0001
unä,1,0.0001
fzo,1,0.0001
öhu,1,0.0001
sgo,1,0.0001
h Ö,1,0.0001
gfü,1,0.0001
t Ö,1,0.0001
"Öl,",1,0.0001
dt:,1,0.0001
ßzu,1,0.0001
Zuw,1,0.0001
bwo,1,0.0001
nnw,1,0.0001
ckd,1,0.0001
kdi,1,0.0001
zam,1,0.0001
Umk,1,0.0001
"""Tü",1,0.0001
a G,1,0.0001
ud.,1,0.0001
bfo,1,0.0001
dfü,1,0.0001
ldu,1,0.0001
srü,1,0.0001
Muß,1,0.0001
stn,1,0.0001
o E,1,0.0001
"""kü",1,0.0001
"""ob",1,0.0001
"""Po",1,0.0001
Pot,1,0.0001
z B,1,0.0001
Jäh,1,0.0001
ltj,1,0.0001
töl,1,0.0001
ölp,1,0.0001
lpi,1,0.0001
tgl,1,0.0001
ffä,1,0.0001
"""kl",1,0.0001
l N,1,0.0001
"nd""",1,0.0001
"d"",",1,0.0001
""" P",1,0.0001
mwü,1,0.0001
fgr,1,0.0001
ügg,1,0.0001
fn ,1,0.0001
'Zu,1,0.0001
oßs,1,0.0001
Küb,1,0.0001
Gac,1,0.0001
bIe,1,0.0001
Iei,1,0.0001
Aar,1,0.0001
rfv,1,0.0001
fvö,1,0.0001
eek,1,0.0001
un!,1,0.0001
zir,1,0.0001
Gor,1,0.0001
ßbo,1,0.0001
He!,1,0.0001
- E,1,0.0001
Duc,1,0.0001
kmä,1,0.0001
Fäu,1,0.0001
zbü,1,0.0001
"mt""",1,0.0001
a L,1,0.0001
 Än,1,0.0001
Äng,1,0.0001
"""gl",1,0.0001
b ö,1,0.0001
htq,1,0.0001
tqu,1,0.0001
fut,1,0.0001
ke?,1,0.0001
"n;""",1,0.0001
Sip,1,0.0001
psc,1,0.0001
nvö,1,0.0001
hzü,1,0.0001
züg,1,0.0001
ibw,1,0.0001
anv,1,0.0001
Aut,1,0.0001
"""tö",1,0.0001
ze!,1,0.0001
bsü,1,0.0001
"""Fä",1,0.0001
"""pe",1,0.0001
l ä,1,0.0001
aha,1,0.0001
Isa,1,0.0001
aak,1,0.0001
Jak,1,0.0001
ako,1,0.0001
kob,1,0.0001
Seu,1,0.0001
ßsp,1,0.0001
ldz,1,0.0001
: .,1,0.0001
" .,",1,0.0001
".,E",1,0.0001
",Es",1,0.0001
's!,1,0.0001
is!,1,0.0001
rgö,1,0.0001
! F,1,0.0001
ign,1,0.0001
 op,1,0.0001
dwü,1,0.0001
dko,1,0.0001
h -,1,0.0001
r -,1,0.0001
- a,1,0.0001
t ä,1,0.0001
eß;,1,0.0001
ß Ä,1,0.0001
ß p,1,0.0001
rr:,1,0.0001
düm,1,0.0001
abd,1,0.0001
sid,1,0.0001
- v,1,0.0001
 -u,1,0.0001
-un,1,0.0001
fef,1,0.0001
b H,1,0.0001
- h,1,0.0001
- k,1,0.0001
"So,",1,0.0001
if?,1,0.0001
f? ,1,0.0001
 Hm,1,0.0001
"Hm,",1,0.0001
dzu,1,0.0001
"""tä",1,0.0001
ktr,1,0.0001
bIä,1,0.0001
Iäe,1,0.0001
"""fr",1,0.0001
ühz,1,0.0001
eki,1,0.0001
pus,1,0.0001
duh,1,0.0001
rrw,1,0.0001
pum,1,0.0001
ßel,1,0.0001
"""na",1,0.0001
ußw,1,0.0001
ßwe,1,0.0001
ßbä,1,0.0001
"""Sm",1,0.0001
"?"",",1,0.0001
Sec,1,0.0001
Süm,1,0.0001
aim,1,0.0001
imo,1,0.0001
mlu,1,0.0001
Wat,1,0.0001
"""Lu",1,0.0001
Lut,1,0.0001
iek,1,0.0001
ek ,1,0.0001
Lüd,1,0.0001
üd!,1,0.0001
ubf,1,0.0001
bfr,1,0.0001
" ""Q",1,0.0001
"""Qu",1,0.0001
 ok,1,0.0001
ok!,1,0.0001
Rän,1,0.0001
"""Pr",1,0.0001
Zäu,1,0.0001
 ät,1,0.0001
; B,1,0.0001
'Fu,1,0.0001
; Z,1,0.0001
'Ki,1,0.0001
'in,1,0.0001
ope,1,0.0001
Tob,1,0.0001
f O,1,0.0001
fiz,1,0.0001
"""tr",1,0.0001
hnr,1,0.0001
ße;,1,0.0001
im?,1,0.0001
le',1,0.0001
"e',",1,0.0001
h'.,1,0.0001
Rük,1,0.0001
ükk,1,0.0001
k p,1,0.0001
? U,1,0.0001
ß T,1,0.0001
"ne""",1,0.0001
d ›,1,0.0001
 ›G,1,0.0001
›Gu,1,0.0001
ag‹,1,0.0001
g‹ ,1,0.0001
lkä,1,0.0001
ämi,1,0.0001
"lm,",1,0.0001
? F,1,0.0001
unl,1,0.0001
usü,1,0.0001
süb,1,0.0001
inj,1,0.0001
eßb,1,0.0001
ßba,1,0.0001
äbt,1,0.0001
rrk,1,0.0001
Zip,1,0.0001
ßlu,1,0.0001
"de""",1,0.0001
"e"" ",1,0.0001
k E,1,0.0001
 Üe,1,0.0001
Üer,1,0.0001
avi,1,0.0001
vit,1,0.0001
Tüt,1,0.0001
fwü,1,0.0001
krö,1,0.0001
Läd,1,0.0001
ädl,1,0.0001
jeg,1,0.0001
k Z,1,0.0001
Sir,1,0.0001
 pI,1,0.0001
pIö,1,0.0001
Iöt,1,0.0001
b O,1,0.0001
'im,1,0.0001
'fo,1,0.0001
? z,1,0.0001
? Ü,1,0.0001
? l,1,0.0001
cka,1,0.0001
hez,1,0.0001
m C,1,0.0001
Fün,1,0.0001
nkc,1,0.0001
lir,1,0.0001
lhö,1,0.0001
Kik,1,0.0001
ki!,1,0.0001
zke,1,0.0001
osa,1,0.0001
npi,1,0.0001
Vis,1,0.0001
"Ga,",1,0.0001
ät;,1,0.0001
zbä,1,0.0001
Mul,1,0.0001
gös,1,0.0001
erö,1,0.0001
röf,1,0.0001
kzö,1,0.0001
) s,1,0.0001
rdt,1,0.0001
dtü,1,0.0001
tew,1,0.0001
'Ze,1,0.0001
ktü,1,0.0001
nüf,1,0.0001
ksc,1,0.0001
h!',1,0.0001
ür!,1,0.0001
pfö,1,0.0001
för,1,0.0001
hml,1,0.0001
"""Et",1,0.0001
lms,1,0.0001
s Ü,1,0.0001
oß:,1,0.0001
rr;,1,0.0001
ksl,1,0.0001
"h ,",1,0.0001
" ,w",1,0.0001
",we",1,0.0001
Bez,1,0.0001
'Um,1,0.0001
'Gn,1,0.0001
ffü,1,0.0001
"""im",1,0.0001
kul,1,0.0001
oßn,1,0.0001
ßne,1,0.0001
Lüc,1,0.0001
uß?,1,0.0001
pe?,1,0.0001
"h:""",1,0.0001
":""D",1,0.0001
lfü,1,0.0001
näl,1,0.0001
Ja.,1,0.0001
lbt,1,0.0001
ßt?,1,0.0001
 rö,1,0.0001
Don,1,0.0001
rsh,1,0.0001
Sät,1,0.0001
 Äx,1,0.0001
Äxt,1,0.0001
mri,1,0.0001
Geo,1,0.0001
zu!,1,0.0001
b o,1,0.0001
ödl,1,0.0001
adl,1,0.0001
f N,1,0.0001
lz?,1,0.0001
z?',1,0.0001
Uno,1,0.0001
std,1,0.0001
tdi,1,0.0001
's:,1,0.0001
nkg,1,0.0001
ndü,1,0.0001
"""wu",1,0.0001
 öl,1,0.0001
öl ,1,0.0001
; r,1,0.0001
Thy,1,0.0001
hym,1,0.0001
ymi,1,0.0001
pud,1,0.0001
 sm,1,0.0001
en^,1,0.0001
n^ ,1,0.0001
^ e,1,0.0001
' -,1,0.0001
- ',1,0.0001
Sma,1,0.0001
gdb,1,0.0001
Röt,1,0.0001
! R,1,0.0001
uf/,1,0.0001
f/u,1,0.0001
/u ,1,0.0001
htn,1,0.0001
tni,1,0.0001
(es,1,0.0001
nod,1,0.0001
dss,1,0.0001
"u;""",1,0.0001
eär,1,0.0001
ukä,1,0.0001
osf,1,0.0001
beo,1,0.0001
eob,1,0.0001
ät',1,0.0001
k ö,1,0.0001
ärd,1,0.0001
mem,1,0.0001
d (,1,0.0001
) u,1,0.0001
geß,1,0.0001
dt;,1,0.0001
Hüf,1,0.0001
Sow,1,0.0001
'fr,1,0.0001
fwu,1,0.0001
nk;,1,0.0001
' v,1,0.0001
ag;,1,0.0001
 äs,1,0.0001
Erq,1,0.0001
k M,1,0.0001
gtä,1,0.0001
Emp,1,0.0001
bbü,1,0.0001
rnj,1,0.0001
esb,1,0.0001
Jes,1,0.0001
sus,1,0.0001
itk,1,0.0001
Äug,1,0.0001
'Sa,1,0.0001
a.',1,0.0001
hs?,1,0.0001
rew,1,0.0001
dti,1,0.0001
eju,1,0.0001
jub,1,0.0001
rva,1,0.0001
Kaf,1,0.0001
fee,1,0.0001
säe,1,0.0001
htp,1,0.0001
ith,1,0.0001
v m,1,0.0001
"-""A",1,0.0001
ukü,1,0.0001
bt;,1,0.0001
lga,1,0.0001
'Ri,1,0.0001
gsr,1,0.0001
eäs,1,0.0001
'Ah,1,0.0001
 t ,1,0.0001
ig-,1,0.0001
g- ,1,0.0001
igf,1,0.0001
- b,1,0.0001
tfä,1,0.0001
hgü,1,0.0001
ült,1,0.0001
ne!,1,0.0001
Dot,1,0.0001
Abk,1,0.0001
säc,1,0.0001
aß!,1,0.0001
ß! ,1,0.0001
'Im,1,0.0001
hkö,1,0.0001
g ä,1,0.0001
'wü,1,0.0001
ot?,1,0.0001
ofh,1,0.0001
Ew.,1,0.0001
w. ,1,0.0001
 D ,1,0.0001
D a,1,0.0001
hld,1,0.0001
ob.,1,0.0001
", q",1,0.0001
 ah,1,0.0001
ue:,1,0.0001
Wim,1,0.0001
fwä,1,0.0001
; D,1,0.0001
ümt,1,0.0001
sab,1,0.0001
ögs,1,0.0001
smi,1,0.0001
mhi,1,0.0001
Et ,1,0.0001
ugg,1,0.0001
add,1,0.0001
 ol,1,0.0001
goh,1,0.0001
Ass,1,0.0001
sök,1,0.0001
öke,1,0.0001
p f,1,0.0001
 Up,1,0.0001
Up ,1,0.0001
p e,1,0.0001
säg,1,0.0001
upb,1,0.0001
pbl,1,0.0001
 ut,1,0.0001
Mod,1,0.0001
nmo,1,0.0001
mot,1,0.0001
oti,1,0.0001
tik,1,0.0001
? o,1,0.0001
", Ä",1,0.0001
Wip,1,0.0001
lsz,1,0.0001
Mäk,1,0.0001
äke,1,0.0001
 Sl,1,0.0001
Sli,1,0.0001
ho ,1,0.0001
o (,1,0.0001
 (M,1,0.0001
(Me,1,0.0001
lk-,1,0.0001
k-K,1,0.0001
-Ku,1,0.0001
uh),1,0.0001
"h),",1,0.0001
ho.,1,0.0001
o.',1,0.0001
je.,1,0.0001
tz?,1,0.0001
"z?,",1,0.0001
b P,1,0.0001
gud,1,0.0001
 ' ,1,0.0001
ed?,1,0.0001
gfu,1,0.0001
arp,1,0.0001
De ,1,0.0001
edm,1,0.0001
? O,1,0.0001
sos,1,0.0001
svö,1,0.0001
ölk,1,0.0001
lnd,1,0.0001
ißs,1,0.0001
ßse,1,0.0001
"g"" ",1,0.0001
onf,1,0.0001
Iüs,1,0.0001
Iüc,1,0.0001
Jer,1,0.0001
li;,1,0.0001
umo,1,0.0001
ßkä,1,0.0001
'Ho,1,0.0001
'et,1,0.0001
Zün,1,0.0001
"h!,",1,0.0001
lzu,1,0.0001
ftä,1,0.0001
"u!,",1,0.0001
tbi,1,0.0001
Kuf,1,0.0001
ohg,1,0.0001
"""Ev",1,0.0001
? J,1,0.0001
va:,1,0.0001
'ob,1,0.0001
i Ä,1,0.0001
'ho,1,0.0001
ähs,1,0.0001
 k ,1,0.0001
ee:,1,0.0001
e .,1,0.0001
 . ,1,0.0001
'hä,1,0.0001
kol,1,0.0001
.'.,1,0.0001
'.',1,0.0001
meg,1,0.0001
fbü,1,0.0001
"""ka",1,0.0001
Säu,1,0.0001
ms.,1,0.0001
Inn,1,0.0001
chv,1,0.0001
hve,1,0.0001
Büh,1,0.0001
pag,1,0.0001
: ü,1,0.0001
ual,1,0.0001
luf,1,0.0001
fäs,1,0.0001
lbm,1,0.0001
bmo,1,0.0001
ühw,1,0.0001
hwü,1,0.0001
 Dü,1,0.0001
Düf,1,0.0001
mps,1,0.0001
jez,1,0.0001
ezt,1,0.0001
v a,1,0.0001
ähi,1,0.0001
Tät,1,0.0001
Obg,1,0.0001
nva,1,0.0001
Ems,1,0.0001
rf?,1,0.0001
'ar,1,0.0001
ofd,1,0.0001
fdi,1,0.0001
ßgö,1,0.0001
a I,1,0.0001
btu,1,0.0001
sbü,1,0.0001
l O,1,0.0001
 Ot,1,0.0001
Ott,1,0.0001
Hös,1,0.0001
adw,1,0.0001
zko,1,0.0001
sey,1,0.0001
eyn,1,0.0001
"yn,",1,0.0001
ut-,1,0.0001
t- ,1,0.0001
: p,1,0.0001
Lüm,1,0.0001
rn',1,0.0001
Jen,1,0.0001
 E ,1,0.0001
E r,1,0.0001
lbi,1,0.0001
Abf,1,0.0001
hsu,1,0.0001
"ld""",1,0.0001
"d"" ",1,0.0001
ed:,1,0.0001
egk,1,0.0001
gko,1,0.0001
ßzi,1,0.0001
egä,1,0.0001
Zif,1,0.0001
ve ,1,0.0001
öfe,1,0.0001
emj,1,0.0001
mje,1,0.0001
"""ja",1,0.0001
t.!,1,0.0001
".!""",1,0.0001
fug,1,0.0001
? V,1,0.0001
i I,1,0.0001
Kol,1,0.0001
olb,1,0.0001
bäc,1,0.0001
we.,1,0.0001
n.-,1,0.0001
.- ,1,0.0001
- A,1,0.0001
. i,1,0.0001
öng,1,0.0001
Zut,1,0.0001
 ur,1,0.0001
tth,1,0.0001
ußr,1,0.0001
ßre,1,0.0001
Rüt,1,0.0001
 äc,1,0.0001
iku,1,0.0001
Bib,1,0.0001
hös,1,0.0001
f L,1,0.0001
m Ö,1,0.0001
Zwö,1,0.0001
hep,1,0.0001
zt;,1,0.0001
zua,1,0.0001
Mot,1,0.0001
odk,1,0.0001
dkr,1,0.0001
lur,1,0.0001
ism,1,0.0001
"bs,",1,0.0001
ece,1,0.0001
ceb,1,0.0001
": ,",1,0.0001
" ,I",1,0.0001
",Ic",1,0.0001
ln!,1,0.0001
dok,1,0.0001
bs!,1,0.0001
tjä,1,0.0001
f .,1,0.0001
" .""",1,0.0001
".""W",1,0.0001
ss:,1,0.0001
mzo,1,0.0001
u Z,1,0.0001
ssv,1,0.0001
o D,1,0.0001
Rai,1,0.0001
eac,1,0.0001
b Z,1,0.0001
? Z,1,0.0001
rai,1,0.0001
ub',1,0.0001
abp,1,0.0001
"""Fe",1,0.0001
eu.,1,0.0001
: O,1,0.0001
ibf,1,0.0001
ttt,1,0.0001
fsä,1,0.0001
säs,1,0.0001
eu:,1,0.0001
ff;,1,0.0001
mmm,1,0.0001
lzb,1,0.0001
Ei.,1,0.0001
Blo,1,0.0001
Anr,1,0.0001
dtg,1,0.0001
"r"".",1,0.0001
The,1,0.0001
sgä,1,0.0001
gäs,1,0.0001
pf:,1,0.0001
l Ä,1,0.0001
ne',1,0.0001
e' ,1,0.0001
kai,1,0.0001
emz,1,0.0001
Rüh,1,0.0001
löf,1,0.0001
"ja""",1,0.0001
"m"",",1,0.0001
ntä,1,0.0001
gaf,1,0.0001
'Bi,1,0.0001
ng!,1,0.0001
p r,1,0.0001
' Ü,1,0.0001
p z,1,0.0001
gs-,1,0.0001
n'',1,0.0001
! ',1,0.0001
ilh,1,0.0001
nud,1,0.0001
äu ,1,0.0001
sef,1,0.0001
ttb,1,0.0001
lja,1,0.0001
adh,1,0.0001
mgu,1,0.0001
asä,1,0.0001
Tin,1,0.0001
Baj,1,0.0001
ajo,1,0.0001
jon,1,0.0001
Viv,1,0.0001
! r,1,0.0001
 A ,1,0.0001
A s,1,0.0001
 B ,1,0.0001
B s,1,0.0001
 'r,1,0.0001
're,1,0.0001
ldm,1,0.0001
üt ,1,0.0001
ß U,1,0.0001
Fee,1,0.0001
rzz,1,0.0001
zza,1,0.0001
ilo,1,0.0001
ibu,1,0.0001
: J,1,0.0001
odb,1,0.0001
dba,1,0.0001
i -,1,0.0001
h J,1,0.0001
hu.,1,0.0001
önd,1,0.0001
"""Uu",1,0.0001
"Uu,",1,0.0001
üh.,1,0.0001
b -,1,0.0001
- n,1,0.0001
Abn,1,0.0001
nwo,1,0.0001
Ken,1,0.0001
isv,1,0.0001
ab?,1,0.0001
"b?""",1,0.0001
bfü,1,0.0001
ir:,1,0.0001
äßi,1,0.0001
llh,1,0.0001
lhi,1,0.0001
r Ü,1,0.0001
! V,1,0.0001
Däc,1,0.0001
Lec,1,0.0001
zop,1,0.0001
n..,1,0.0001
...,1,0.0001
"..""",1,0.0001
Soe,1,0.0001
oes,1,0.0001
noi,1,0.0001
ois,1,0.0001
hsb,1,0.0001
ihw,1,0.0001
im:,1,0.0001
Übr,1,0.0001
Eri,1,0.0001
id:,1,0.0001
", U",1,0.0001
